2025-02-03 22:36:37,935 - WARNING - Running analysis on singal file only
2025-02-03 22:36:37,969 - INFO - Data successfully loaded
2025-02-03 22:36:37,988 - INFO - Columns in the dataset: ['FIPS', 'Admin2', 'Province_State', 'Country_Region', 'Last_Update', 'Confirmed', 'Deaths', 'Recovered', 'Active', 'Combined_Key', 'Incident_Rate', 'Case_Fatality_Ratio']
2025-02-03 22:36:38,067 - INFO - Cleaned data saved to C:\Users\hp\Desktop\OSTDS\assgn_1_corona\data\processed_data.csv
2025-02-03 22:36:39,483 - DEBUG - Loaded backend tkagg version 8.6.
2025-02-03 22:36:40,004 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,009 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,009 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,010 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,010 - DEBUG - STREAM b'IDAT' 78 1189
2025-02-03 22:36:40,037 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,037 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,037 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,039 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,039 - DEBUG - STREAM b'IDAT' 78 2994
2025-02-03 22:36:40,079 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,079 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,079 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,079 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,079 - DEBUG - STREAM b'IDAT' 78 696
2025-02-03 22:36:40,086 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,086 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,087 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,087 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,087 - DEBUG - STREAM b'IDAT' 78 526
2025-02-03 22:36:40,093 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,093 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,093 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,094 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,094 - DEBUG - STREAM b'IDAT' 78 499
2025-02-03 22:36:40,102 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,103 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,103 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,103 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,103 - DEBUG - STREAM b'IDAT' 78 673
2025-02-03 22:36:40,109 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,110 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,110 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,110 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,110 - DEBUG - STREAM b'IDAT' 78 922
2025-02-03 22:36:40,118 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,118 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,118 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,118 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,118 - DEBUG - STREAM b'IDAT' 78 568
2025-02-03 22:36:40,124 - DEBUG - STREAM b'IHDR' 16 13
2025-02-03 22:36:40,124 - DEBUG - STREAM b'sBIT' 41 4
2025-02-03 22:36:40,124 - DEBUG - b'sBIT' 41 4 (unknown)
2025-02-03 22:36:40,124 - DEBUG - STREAM b'pHYs' 57 9
2025-02-03 22:36:40,124 - DEBUG - STREAM b'IDAT' 78 626
2025-02-03 22:36:40,144 - DEBUG - findfont: Matching sans\-serif:style=normal:variant=normal:weight=normal:stretch=normal:size=10.0.
2025-02-03 22:36:40,145 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSansMono.ttf', name='DejaVu Sans Mono', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,145 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSerif.ttf', name='DejaVu Serif', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,146 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralBolIta.ttf', name='STIXGeneral', style='italic', variant='normal', weight=700, stretch='normal', size='scalable')) = 11.335
2025-02-03 22:36:40,147 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXGeneralItalic.ttf', name='STIXGeneral', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2025-02-03 22:36:40,147 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\cmmi10.ttf', name='cmmi10', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,147 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymBol.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-02-03 22:36:40,147 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\DejaVuSans.ttf', name='DejaVu Sans', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 0.05
2025-02-03 22:36:40,148 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniIta.ttf', name='STIXNonUnicode', style='italic', variant='normal', weight=400, stretch='normal', size='scalable')) = 11.05
2025-02-03 22:36:40,148 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizOneSymReg.ttf', name='STIXSizeOneSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,148 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUniBol.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-02-03 22:36:40,148 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymBol.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=700, stretch='normal', size='scalable')) = 10.335
2025-02-03 22:36:40,148 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizFourSymReg.ttf', name='STIXSizeFourSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,149 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXSizThreeSymReg.ttf', name='STIXSizeThreeSym', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
2025-02-03 22:36:40,149 - DEBUG - findfont: score(FontEntry(fname='C:\\Users\\hp\\AppData\\Local\\Programs\\Python\\Python312\\Lib\\site-packages\\matplotlib\\mpl-data\\fonts\\ttf\\STIXNonUni.ttf', name='STIXNonUnicode', style='normal', variant='normal', weight=400, stretch='normal', size='scalable')) = 10.05
